MatchNo,GameNo,RallyNo,StrikeNo,StrikeVideoPosition,ScoreA1,ScoreA2,ScoreB1,ScoreB2,HitPlayer,BallPosition,NextBallPosition,StrikeTech,NextStrikeTech,StrikePosition,NextStrikePosition,GameAction,NextGameAction,StrikeEffect,NextStrikeEffect,SpinKind,NextSpinKind
2007072320,1,1,1,0.000000,0,0,0,0,王皓,2,13,2,13,2,5,2,3,6,5,8,7
2007072320,1,1,2,2.129653,0,0,0,0,柳承敏,13,14,13,10,5,6,3,8,5,2,7,4
2007072320,1,1,3,2.736293,0,0,0,0,王皓,14,9,10,26,6,14,8,14,2,9,4,12
2007072320,1,1,4,3.705805,0,0,0,0,柳承敏,9,26,26,0,14,0,14,0,9,0,12,0
2007072320,1,2,1,3.705805,0,0,1,0,王皓,2,11,2,11,2,5,2,3,6,5,10,7
2007072320,1,2,2,14.683739,0,0,1,0,柳承敏,11,22,11,4,5,8,3,8,5,6,7,4
2007072320,1,2,3,14.970145,0,0,1,0,王皓,22,21,4,15,8,7,8,9,6,5,4,3
2007072320,1,2,4,15.218458,0,0,1,0,柳承敏,21,16,15,6,7,8,9,8,5,2,3,4
2007072320,1,2,5,15.218458,0,0,1,0,王皓,16,9,6,26,8,14,8,14,2,9,4,12
2007072320,1,2,6,16.577358,0,0,1,0,柳承敏,9,26,26,0,14,0,14,0,9,0,12,0
2007072320,1,3,1,16.577358,0,0,2,0,柳承敏,1,14,1,10,1,6,1,4,7,2,3,4
2007072320,1,3,2,27.181569,0,0,2,0,王皓,14,9,10,26,6,14,4,14,2,9,4,12
2007072320,1,3,3,27.181569,0,0,2,0,柳承敏,9,26,26,0,14,0,14,0,9,0,12,0
2007072320,1,4,1,27.181569,0,0,3,0,柳承敏,1,12,1,14,1,8,1,4,5,6,9,8
2007072320,1,4,2,42.869635,0,0,3,0,王皓,12,11,14,11,8,5,4,11,6,5,8,7
2007072320,1,4,3,42.869635,0,0,3,0,柳承敏,11,22,11,4,5,8,11,8,5,4,7,4
2007072320,1,4,4,43.586882,0,0,3,0,王皓,22,7,4,5,8,5,8,5,4,9,4,3
2007072320,1,4,5,44.242315,0,0,3,0,柳承敏,7,26,5,26,5,14,5,14,9,2,3,12
2007072320,1,5,1,44.242315,0,0,4,0,王皓,2,11,2,9,2,5,2,3,2,9,10,3
2007072320,1,5,2,59.493739,0,0,4,0,柳承敏,11,26,9,26,5,14,3,14,9,2,3,12
2007072320,1,6,1,59.493739,0,0,5,0,王皓,2,19,2,13,2,9,2,3,6,5,8,7
2007072320,1,6,2,69.143381,0,0,5,0,柳承敏,19,20,13,10,9,8,3,8,5,4,7,4
2007072320,1,6,3,69.143381,0,0,5,0,王皓,20,7,10,15,8,5,8,9,4,9,4,3
2007072320,1,6,4,69.885388,0,0,5,0,柳承敏,7,26,15,26,5,14,9,14,9,2,3,12
2007072320,1,7,1,70.048238,0,0,6,0,柳承敏,1,12,1,14,1,6,1,4,5,6,9,8
2007072320,1,7,2,84.740474,0,0,6,0,王皓,12,19,14,3,6,9,4,7,6,3,8,1
2007072320,1,7,3,85.230249,0,0,6,0,柳承敏,19,20,3,16,9,8,7,10,3,10,1,4
2007072320,1,7,4,85.926317,0,0,6,0,王皓,20,25,16,25,8,13,10,13,10,1,4,11
2007072320,1,8,1,85.926317,1,0,6,0,柳承敏,1,14,1,10,1,6,1,4,5,6,3,4
2007072320,1,8,2,97.856927,1,0,6,0,王皓,14,21,10,15,6,7,4,9,6,5,4,3
2007072320,1,8,3,97.856927,1,0,6,0,柳承敏,21,22,15,6,7,8,9,8,5,6,3,4
2007072320,1,8,4,98.247227,1,0,6,0,王皓,22,21,6,15,8,7,8,9,6,5,4,3
2007072320,1,8,5,98.247227,1,0,6,0,柳承敏,21,22,15,6,7,8,9,8,5,6,3,4
2007072320,1,8,6,98.894866,1,0,6,0,王皓,22,21,6,15,8,7,8,9,6,5,4,3
2007072320,1,8,7,99.012440,1,0,6,0,柳承敏,21,22,15,4,7,8,9,8,5,6,3,4
2007072320,1,8,8,99.812717,1,0,6,0,王皓,22,21,4,15,8,7,8,9,6,5,4,3
2007072320,1,8,9,100.549723,1,0,6,0,柳承敏,21,22,15,4,7,10,9,8,5,6,3,4
2007072320,1,8,10,100.549723,1,0,6,0,王皓,22,21,4,15,10,7,8,9,6,5,4,3
2007072320,1,8,11,101.825240,1,0,6,0,柳承敏,21,22,15,4,7,8,9,8,5,6,3,4
2007072320,1,8,12,101.825240,1,0,6,0,王皓,22,15,4,5,8,5,8,5,6,5,4,3
2007072320,1,8,13,102.767100,1,0,6,0,柳承敏,15,16,5,4,5,6,5,6,5,2,3,2
2007072320,1,8,14,103.412424,1,0,6,0,王皓,16,15,4,26,6,14,6,14,2,9,2,12
2007072320,1,8,15,104.047014,1,0,6,0,柳承敏,15,26,26,0,14,0,14,0,9,0,12,0
2007072320,1,9,1,104.047014,1,0,7,0,王皓,2,13,2,5,2,5,2,3,8,1,4,3
2007072320,1,9,2,118.197687,1,0,7,0,柳承敏,13,22,5,16,5,8,3,10,1,10,3,4
2007072320,1,9,3,118.197687,1,0,7,0,王皓,22,25,16,25,8,13,10,13,10,1,4,11
2007072320,1,10,1,118.197687,2,0,7,0,王皓,2,11,2,9,2,5,2,3,6,5,6,3
2007072320,1,10,2,127.435388,2,0,7,0,柳承敏,11,14,9,6,5,8,3,6,5,6,3,4
2007072320,1,10,3,127.435388,2,0,7,0,王皓,14,21,6,15,8,7,6,9,6,5,4,3
2007072320,1,10,4,128.391270,2,0,7,0,柳承敏,21,22,15,4,7,8,9,8,5,4,3,4
2007072320,1,10,5,128.391270,2,0,7,0,王皓,22,21,4,15,8,7,8,9,4,9,4,7
2007072320,1,10,6,129.572621,2,0,7,0,柳承敏,21,26,15,26,7,14,9,14,9,2,7,12
2007072320,1,11,1,129.572621,2,0,8,0,柳承敏,1,12,1,14,1,6,1,4,5,6,9,8
2007072320,1,11,2,138.402406,2,0,8,0,王皓,12,17,14,11,6,9,4,11,6,5,8,7
2007072320,1,11,3,138.402406,2,0,8,0,柳承敏,17,22,11,4,9,8,11,8,5,4,7,2
2007072320,1,11,4,139.129692,2,0,8,0,王皓,22,21,4,15,8,7,8,9,4,9,2,3
2007072320,1,11,5,139.913819,2,0,8,0,柳承敏,21,26,15,26,7,14,9,14,9,2,3,12
2007072320,1,12,1,139.913819,2,0,9,0,柳承敏,1,20,1,14,1,10,1,4,5,6,7,4
2007072320,1,12,2,152.155617,2,0,9,0,王皓,20,7,14,3,10,5,4,7,6,9,4,3
2007072320,1,12,3,152.155617,2,0,9,0,柳承敏,7,26,3,26,5,14,7,14,9,2,3,12
2007072320,1,13,1,153.236340,2,0,10,0,王皓,2,11,2,13,2,5,2,3,6,7,10,7
2007072320,1,13,2,164.172490,2,0,10,0,柳承敏,11,14,13,6,5,6,3,8,7,4,7,4
2007072320,1,13,3,164.926533,2,0,10,0,王皓,14,9,6,3,6,5,8,5,4,9,4,1
2007072320,1,13,4,165.580050,2,0,10,0,柳承敏,9,26,3,26,5,14,5,14,9,2,1,12
2007072320,2,0,0,0.000000,2,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0
2007072320,2,1,1,165.580050,0,0,0,0,柳承敏,1,12,1,14,1,6,1,4,5,6,9,8
2007072320,2,1,2,241.629821,0,0,0,0,王皓,12,17,14,13,6,9,4,11,6,5,8,3
2007072320,2,1,3,241.629821,0,0,0,0,柳承敏,17,14,13,4,9,8,11,8,5,4,3,4
2007072320,2,1,4,241.629821,0,0,0,0,王皓,14,21,4,15,8,7,8,9,4,9,4,3
2007072320,2,1,5,242.474181,0,0,0,0,柳承敏,21,26,15,26,7,14,9,14,9,2,3,12
2007072320,2,2,1,242.942358,0,0,1,0,柳承敏,1,18,1,10,1,6,1,4,7,4,3,4
2007072320,2,2,2,255.788025,0,0,1,0,王皓,18,9,10,3,6,5,4,5,4,3,4,1
2007072320,2,2,3,256.443383,0,0,1,0,柳承敏,9,10,3,6,5,6,5,6,3,4,1,4
2007072320,2,2,4,256.443383,0,0,1,0,王皓,10,15,6,3,6,5,6,5,4,3,4,1
2007072320,2,2,5,257.296415,0,0,1,0,柳承敏,15,16,3,6,5,6,5,6,3,2,1,4
2007072320,2,2,6,257.296415,0,0,1,0,王皓,16,9,6,26,6,14,6,14,2,9,4,12
2007072320,2,2,7,258.087347,0,0,1,0,柳承敏,9,26,26,0,14,0,14,0,9,0,12,0
2007072320,2,3,1,258.087347,0,0,2,0,王皓,2,11,2,9,2,5,2,3,6,5,6,3
2007072320,2,3,2,271.796912,0,0,2,0,柳承敏,11,14,9,6,5,8,3,6,5,6,3,4
2007072320,2,3,3,272.384501,0,0,2,0,王皓,14,21,6,15,8,7,6,9,6,5,4,3
2007072320,2,3,4,272.985812,0,0,2,0,柳承敏,21,14,15,4,7,8,9,8,5,10,3,2
2007072320,2,3,5,272.985812,0,0,2,0,王皓,14,25,4,25,8,13,8,13,10,1,2,11
2007072320,2,4,1,273.997538,1,0,2,0,王皓,2,11,2,9,2,5,2,3,6,5,4,3
2007072320,2,4,2,286.086703,1,0,2,0,柳承敏,11,22,9,6,5,8,3,6,5,6,3,4
2007072320,2,4,3,286.798585,1,0,2,0,王皓,22,21,6,3,8,9,6,5,6,5,4,1
2007072320,2,4,4,287.408798,1,0,2,0,柳承敏,21,10,3,4,9,6,5,6,5,6,1,2
2007072320,2,4,5,288.198814,1,0,2,0,王皓,10,9,4,3,6,5,6,5,6,5,2,1
2007072320,2,4,6,288.198814,1,0,2,0,柳承敏,9,10,3,4,5,6,5,6,5,4,1,2
2007072320,2,4,7,288.198814,1,0,2,0,王皓,10,15,4,21,6,11,6,9,4,5,2,3
2007072320,2,4,8,289.401553,1,0,2,0,柳承敏,15,16,21,8,11,6,9,8,5,6,3,4
2007072320,2,4,9,290.359898,1,0,2,0,王皓,16,21,8,21,6,7,8,9,6,5,4,3
2007072320,2,4,10,292.062458,1,0,2,0,柳承敏,21,20,21,8,7,10,9,8,5,6,3,4
2007072320,2,4,11,292.179238,1,0,2,0,王皓,20,21,8,21,10,7,8,9,6,5,4,3
2007072320,2,4,12,295.082059,1,0,2,0,柳承敏,21,20,21,8,7,10,9,8,5,6,3,4
2007072320,2,4,13,295.082059,1,0,2,0,王皓,20,21,8,21,10,7,8,9,6,5,4,3
2007072320,2,4,14,295.082059,1,0,2,0,柳承敏,21,22,21,8,7,10,9,8,5,4,3,4
2007072320,2,4,15,296.332467,1,0,2,0,王皓,22,15,8,3,10,5,8,5,4,9,4,1
2007072320,2,4,16,297.526540,1,0,2,0,柳承敏,15,26,3,26,5,14,5,14,9,2,1,12
2007072320,2,5,1,297.526540,1,0,3,0,柳承敏,1,12,1,14,1,6,1,4,3,8,5,4
2007072320,2,5,2,316.544249,1,0,3,0,王皓,12,19,14,5,6,9,4,7,8,1,4,3
2007072320,2,5,3,316.544249,1,0,3,0,柳承敏,19,20,5,25,9,13,7,13,1,10,3,11
2007072320,2,5,4,316.544249,1,0,3,0,王皓,20,25,25,0,13,0,13,0,10,0,11,0
2007072320,2,6,1,316.544249,2,0,3,0,柳承敏,1,12,1,14,1,6,1,4,5,6,7,4
2007072320,2,6,2,331.128710,2,0,3,0,王皓,12,19,14,11,6,9,4,11,6,5,4,7
2007072320,2,6,3,331.128710,2,0,3,0,柳承敏,19,22,11,4,9,8,11,8,5,6,7,4
2007072320,2,6,4,331.830068,2,0,3,0,王皓,22,15,4,3,8,5,8,5,6,5,4,1
2007072320,2,6,5,332.602365,2,0,3,0,柳承敏,15,16,3,4,5,6,5,6,5,6,1,4
2007072320,2,6,6,332.602365,2,0,3,0,王皓,16,19,4,3,6,9,6,5,6,3,4,1
2007072320,2,6,7,332.602000,2,0,3,0,柳承敏,19,10,3,4,9,6,5,6,3,10,1,2
2007072320,2,6,8,334.490603,2,0,3,0,王皓,10,25,4,25,6,13,6,13,10,1,2,11
2007072320,2,7,1,334.490603,3,0,3,0,王皓,2,11,2,9,2,5,2,3,4,9,8,3
2007072320,2,7,2,355.697667,3,0,3,0,柳承敏,11,26,9,26,5,14,3,14,9,2,3,12
2007072320,2,8,1,355.697667,3,0,4,0,王皓,2,13,2,11,2,5,2,3,6,5,8,3
2007072320,2,8,2,368.933426,3,0,4,0,柳承敏,13,22,11,4,5,10,3,8,5,6,3,2
2007072320,2,8,3,368.933426,3,0,4,0,王皓,22,21,4,15,10,7,8,9,6,5,2,3
2007072320,2,8,4,369.631055,3,0,4,0,柳承敏,21,22,15,4,7,10,9,8,5,6,3,2
2007072320,2,8,5,369.631055,3,0,4,0,王皓,22,9,4,5,10,5,8,5,6,3,2,3
2007072320,2,8,6,370.561547,3,0,4,0,柳承敏,9,22,5,6,5,6,5,6,3,10,3,4
2007072320,2,8,7,371.268601,3,0,4,0,王皓,22,25,6,25,6,13,6,13,10,1,4,11
2007072320,2,9,1,371.268601,4,0,4,0,柳承敏,1,14,1,10,1,8,1,4,5,6,3,4
2007072320,2,9,2,386.426079,4,0,4,0,王皓,14,21,10,3,8,9,4,5,6,3,4,1
2007072320,2,9,3,387.067830,4,0,4,0,柳承敏,21,22,3,8,9,10,5,6,3,10,1,4
2007072320,2,9,4,387.067830,4,0,4,0,王皓,22,25,8,25,10,13,6,13,10,1,4,11
2007072320,2,10,1,387.067830,5,0,4,0,柳承敏,1,12,1,14,1,6,1,4,5,6,9,4
2007072320,2,10,2,402.427893,5,0,4,0,王皓,12,17,14,13,6,9,4,11,6,5,4,7
2007072320,2,10,3,403.008633,5,0,4,0,柳承敏,17,14,13,10,9,8,11,8,5,6,7,4
2007072320,2,10,4,403.008633,5,0,4,0,王皓,14,21,10,3,8,9,8,5,6,5,4,3
2007072320,2,10,5,403.793540,5,0,4,0,柳承敏,21,22,3,6,9,8,5,6,5,6,3,4
2007072320,2,10,6,404.602043,5,0,4,0,王皓,22,21,6,3,8,9,6,5,6,3,4,1
2007072320,2,10,7,405.179025,5,0,4,0,柳承敏,21,16,3,4,9,10,5,6,3,10,1,2
2007072320,2,10,8,405.364043,5,0,4,0,王皓,16,25,4,25,10,13,6,13,10,1,2,11
2007072320,2,11,1,405.364043,6,0,4,0,王皓,2,13,2,9,2,5,2,3,6,5,8,3
2007072320,2,11,2,422.369850,6,0,4,0,柳承敏,13,22,9,6,5,8,3,6,5,4,3,4
2007072320,2,11,3,424.605703,6,0,4,0,王皓,22,21,6,26,8,14,6,14,4,9,4,12
2007072320,2,11,4,424.605703,6,0,4,0,柳承敏,21,26,26,0,14,0,14,0,9,0,12,0
2007072320,2,12,1,424.605703,6,0,5,0,王皓,2,13,2,13,2,5,2,3,4,7,6,7
2007072320,2,12,2,437.410975,6,0,5,0,柳承敏,13,16,13,4,5,8,3,8,7,6,7,2
2007072320,2,12,3,438.013138,6,0,5,0,王皓,16,21,4,15,8,7,8,9,6,5,2,3
2007072320,2,12,4,438.873193,6,0,5,0,柳承敏,21,22,15,4,7,8,9,8,5,6,3,2
2007072320,2,12,5,438.873193,6,0,5,0,王皓,22,15,4,3,8,5,8,5,6,5,2,1
2007072320,2,12,6,440.206825,6,0,5,0,柳承敏,15,16,3,4,5,6,5,6,5,6,1,2
2007072320,2,12,7,440.893585,6,0,5,0,王皓,16,9,4,3,6,5,6,5,6,5,2,3
2007072320,2,12,8,441.669726,6,0,5,0,柳承敏,9,10,3,4,5,6,5,6,5,4,3,2
2007072320,2,12,9,442.325231,6,0,5,0,王皓,10,9,4,3,6,5,6,5,4,9,2,1
2007072320,2,12,10,443.003701,6,0,5,0,柳承敏,9,26,3,26,5,14,5,14,9,2,1,12
2007072320,2,13,1,443.003701,6,0,6,0,柳承敏,1,20,1,10,1,8,1,4,7,4,3,4
2007072320,2,13,2,465.232070,6,0,6,0,王皓,20,9,10,23,8,5,4,9,4,5,4,7
2007072320,2,13,3,466.116916,6,0,6,0,柳承敏,9,16,23,6,5,6,9,8,5,10,7,4
2007072320,2,13,4,466.116916,6,0,6,0,王皓,16,25,6,25,6,13,8,13,10,1,4,11
2007072320,2,14,1,467.255179,7,0,6,0,柳承敏,1,22,1,6,1,8,1,4,1,10,1,4
2007072320,2,14,2,481.460615,7,0,6,0,王皓,22,25,6,25,8,13,4,13,10,1,4,11
2007072320,2,15,1,481.460615,8,0,6,0,王皓,2,13,2,9,2,5,2,3,6,5,6,3
